lexEntry	nrOfTokens	isPrefix	polarity
not curiosity	2	0	neg_positive
not curious	2	1	neg_positive
not cute	2	1	neg_positive
not cutie	2	1	neg_positive
not cutting edge	3	0	neg_positive
not danc	2	1	neg_positive
not daring	2	1	neg_positive
not darlin	2	1	neg_positive
not dauntless	2	1	neg_positive
not dazzl	2	1	neg_positive
not dear	2	0	neg_positive
not dearer	2	1	neg_positive
not dearest	2	1	neg_positive
not deari	2	1	neg_positive
not dearly	2	1	neg_positive
not dearness	2	1	neg_positive
not dears	2	1	neg_positive
not decency	2	1	neg_positive
not decent	2	0	neg_positive
not decently	2	0	neg_positive
not decisiv	2	1	neg_positive
not decorat	2	1	neg_positive
not dedicat	2	1	neg_positive
not defend	2	0	neg_positive
not defended	2	0	neg_positive
not defender	2	0	neg_positive
not defending	2	0	neg_positive
not defends	2	0	neg_positive
not defensible	2	0	neg_positive
not delicac	2	1	neg_positive
not delicate	2	1	neg_positive
not delicious	2	1	neg_positive
not delight	2	1	neg_positive
not delightful	2	1	neg_positive
not democratic	2	1	neg_positive
not dependab	2	1	neg_positive
not descry	2	1	neg_positive
not deserv	2	1	neg_positive
not desir	2	1	neg_positive
not determin	2	1	neg_positive
not detersiv	2	1	neg_positive
not devot	2	1	neg_positive
not dexter	2	1	neg_positive
not digni	2	1	neg_positive
not diligent	2	1	neg_positive
not dirt cheap	3	1	neg_positive
not discern	2	1	neg_positive
not discover	2	1	neg_positive
not discreet	2	1	neg_positive
not discretion	2	1	neg_positive
not dispensatory	2	1	neg_positive
not distinguished	2	1	neg_positive
not divin	2	1	neg_positive
not docil	2	1	neg_positive
not dominan	2	1	neg_positive
not doubtless	2	1	neg_positive
not doughty	2	1	neg_positive
not down to earth	4	1	neg_positive
not dutiful	2	1	neg_positive
not eager	2	1	neg_positive
not earnest	2	1	neg_positive
not ease	2	0	neg_positive
not eased	2	0	neg_positive
not easeful	2	0	neg_positive
not easement	2	0	neg_positive
not eases	2	0	neg_positive
not easi	2	1	neg_positive
not easy	2	1	neg_positive
not ebullient	2	1	neg_positive
not ecstatic	2	1	neg_positive
not educate	2	1	neg_positive
not educating	2	0	neg_positive
not educational	2	1	neg_positive
not educations	2	0	neg_positive
not educator	2	1	neg_positive
not effectiv	2	1	neg_positive
not efficac	2	1	neg_positive
not efficien	2	1	neg_positive
not effort	2	1	neg_positive
not elaborat	2	1	neg_positive
not elat	2	1	neg_positive
not elegan	2	1	neg_positive
not eloquent	2	1	neg_positive
not embolden	2	1	neg_positive
not embrac	2	1	neg_positive
not eminenc	2	1	neg_positive
not eminent	2	1	neg_positive
not empath	2	1	neg_positive
not emperor	2	1	neg_positive
not emphatic	2	1	neg_positive
not empower	2	1	neg_positive
not enamor	2	1	neg_positive
not enamour	2	1	neg_positive
not enchant	2	1	neg_positive
not encourag	2	1	neg_positive
not endear	2	1	neg_positive
not energetic	2	1	neg_positive
not energiz	2	1	neg_positive
not enhanc	2	1	neg_positive
not enjoy	2	1	neg_positive
not enjoyment	2	1	neg_positive
not enlighten	2	1	neg_positive
not enrich	2	1	neg_positive
not ensur	2	1	neg_positive
not entertain	2	1	neg_positive
not enthrallment	2	1	neg_positive
not enthus	2	1	neg_positive
not enthusiastic	2	1	neg_positive
not entranced	2	0	neg_positive
not entrancement	2	1	neg_positive
not entrancing	2	0	neg_positive
not enviable	2	0	neg_positive
not enviably	2	0	neg_positive
not equality	2	0	neg_positive
not equitabl	2	1	neg_positive
not escap	2	1	neg_positive
not essential	2	0	neg_positive
not esteem	2	1	neg_positive
not ethic	2	1	neg_positive
not euphori	2	1	neg_positive
not exalt	2	1	neg_positive
not excel	2	1	neg_positive
not exceptional	2	0	neg_positive
not excitab	2	1	neg_positive
not excite	2	1	neg_positive
not excited	2	1	neg_positive
not exciting	2	1	neg_positive
not exhilarat	2	1	neg_positive
not exhilerat	2	1	neg_positive
not expectancy	2	1	neg_positive
not experience	2	0	neg_positive
not expert	2	1	neg_positive
not expressiv	2	1	neg_positive
not exquisit	2	1	neg_positive
not extraordinary	2	1	neg_positive
not exuberan	2	1	neg_positive
not exult	2	1	neg_positive
not exultant	2	1	neg_positive
not fabulous	2	1	neg_positive
not facile	2	0	neg_positive
not factual	2	1	neg_positive
not fair	2	0	neg_positive
not fairer	2	0	neg_positive
not fairest	2	0	neg_positive
not fairness	2	0	neg_positive
not faith	2	0	neg_positive
not faithful	2	1	neg_positive
not fallib	2	0	neg_positive
not fame	2	0	neg_positive
not famed	2	1	neg_positive
not famou	2	1	neg_positive
not fanci	2	1	neg_positive
not fancy	2	1	neg_positive
not fantastic	2	1	neg_positive
not farsighted	2	1	neg_positive
not fascinat	2	1	neg_positive
not fashionab	2	1	neg_positive
not faultless	2	1	neg_positive
not favorab	2	1	neg_positive
not favorite	2	1	neg_positive
not favourab	2	1	neg_positive
not favourite	2	1	neg_positive
not fearless	2	1	neg_positive
not feasib	2	1	neg_positive
not feast	2	1	neg_positive
not fecund	2	1	neg_positive
not fervor	2	1	neg_positive
not fervour	2	1	neg_positive
not festal	2	1	neg_positive
not festiv	2	1	neg_positive
not fete	2	1	neg_positive
not fidelity	2	1	neg_positive
not fiesta	2	1	neg_positive
not finesse	2	0	neg_positive
not finest	2	0	neg_positive
not firmly	2	0	neg_positive
not firmness	2	0	neg_positive
not fit	2	0	neg_positive
not fitness	2	0	neg_positive
not flatter	2	1	neg_positive
not flawless	2	1	neg_positive
not flexib	2	1	neg_positive
not flirt	2	1	neg_positive
not flourish	2	1	neg_positive
not fluen	2	1	neg_positive
not flush	2	0	neg_positive
not flushed	2	0	neg_positive
not fond	2	0	neg_positive
not fonder	2	0	neg_positive
not fondest	2	0	neg_positive
not fondly	2	0	neg_positive
not fondness	2	0	neg_positive
not forceful	2	0	neg_positive
not foremost	2	1	neg_positive
not foresight	2	1	neg_positive
not forgav	2	1	neg_positive
not forgiv	2	1	neg_positive
not fortitud	2	1	neg_positive
not fortun	2	1	neg_positive
not forward	2	0	neg_positive
not foster	2	0	neg_positive
not fostered	2	0	neg_positive
not fosterer	2	0	neg_positive
not fostering	2	0	neg_positive
not fosters	2	0	neg_positive
not fragrant	2	1	neg_positive
not frank	2	0	neg_positive
not franker	2	0	neg_positive
not frankest	2	0	neg_positive
not frankness	2	0	neg_positive
not fraternal	2	1	neg_positive
not free	2	0	neg_positive
not freeb	2	1	neg_positive
not freed	2	1	neg_positive
not freedom	2	1	neg_positive
not freeing	2	0	neg_positive
not freely	2	0	neg_positive
not freeman	2	0	neg_positive
not freeness	2	0	neg_positive
not freer	2	0	neg_positive
not frees	2	0	neg_positive
not freest	2	0	neg_positive
not freethink	2	1	neg_positive
not fresh	2	1	neg_positive
not friend	2	0	neg_positive
not friendli	2	1	neg_positive
not friendly	2	0	neg_positive
not friends	2	0	neg_positive
not friendship	2	1	neg_positive
not frolic	2	1	neg_positive
not frugal	2	1	neg_positive
not fruitful	2	1	neg_positive
not fruition	2	1	neg_positive
not fulfill	2	1	neg_positive
not fullness	2	1	neg_positive
not fun	2	0	neg_positive
not function	2	1	neg_positive
not funni	2	1	neg_positive
not funny	2	1	neg_positive
not gaiety	2	1	neg_positive
not gaily	2	0	neg_positive
not gala	2	0	neg_positive
not galas	2	0	neg_positive
not gallant	2	1	neg_positive
not garnish	2	1	neg_positive
not gayly	2	0	neg_positive
not generate	2	1	neg_positive
not generating	2	0	neg_positive
not generative	2	0	neg_positive
not genero	2	1	neg_positive
not genial	2	1	neg_positive
not geniu	2	1	neg_positive
not gentle	2	0	neg_positive
not gentler	2	0	neg_positive
not gentlest	2	0	neg_positive
not gently	2	0	neg_positive
not genuin	2	1	neg_positive
not germane	2	0	neg_positive
not giddy	2	1	neg_positive
not gift	2	1	neg_positive
not gifted	2	1	neg_positive
not giggl	2	1	neg_positive
not glad	2	0	neg_positive
not gladden	2	1	neg_positive
not gladder	2	0	neg_positive
not gladdest	2	0	neg_positive
not gladly	2	0	neg_positive
not gladnes	2	1	neg_positive
not gladsome	2	1	neg_positive
not glamor	2	1	neg_positive
not glamour	2	1	neg_positive
not gleam	2	1	neg_positive
not glean	2	1	neg_positive
not glee	2	1	neg_positive
not gleeful	2	1	neg_positive
not glimmer	2	1	neg_positive
not glisten	2	1	neg_positive
not glitter	2	1	neg_positive
not glorious	2	1	neg_positive
not glory	2	1	neg_positive
not glossy	2	1	neg_positive
not glow	2	0	neg_positive
not glowed	2	0	neg_positive
not glowing	2	0	neg_positive
not glows	2	0	neg_positive
not goddess	2	1	neg_positive
not godli	2	1	neg_positive
not gold	2	0	neg_positive
not golden	2	1	neg_positive
not good	2	0	neg_positive
not goodie	2	1	neg_positive
not goodness	2	1	neg_positive
not goodwill	2	1	neg_positive
not goodx	2	0	neg_positive
not goody	2	0	neg_positive
not gorgeous	2	1	neg_positive
not gownsman	2	1	neg_positive
not grace	2	0	neg_positive
not graced	2	1	neg_positive
not graceful	2	1	neg_positive
not graces	2	1	neg_positive
not graci	2	1	neg_positive
not graft	2	1	neg_positive
not grand	2	0	neg_positive
not grande	2	1	neg_positive
not grandly	2	0	neg_positive
not gratef	2	1	neg_positive
not gratifi	2	1	neg_positive
not gratify	2	1	neg_positive
not gratitude	2	1	neg_positive
not great	2	0	neg_positive
not greatness	2	0	neg_positive
not greet	2	1	neg_positive
not gregarious	2	1	neg_positive
not grin	2	0	neg_positive
not grinn	2	1	neg_positive
not grins	2	0	neg_positive
not guardian	2	1	neg_positive
not guiltless	2	1	neg_positive
not gusto	2	1	neg_positive
not guts	2	1	neg_positive
not hairif	2	1	neg_positive
not handsom	2	1	neg_positive
not handy	2	1	neg_positive
not happi	2	1	neg_positive
not happy	2	1	neg_positive
not hard earned	3	0	neg_positive
not hard fought	3	0	neg_positive
not hard work	3	1	neg_positive
not hardi	2	1	neg_positive
not hardworking	2	0	neg_positive
not hardy	2	1	neg_positive
not harmless	2	1	neg_positive
not harmonic	2	1	neg_positive
not harmonies	2	0	neg_positive
not harmonious	2	1	neg_positive
not harmonists	2	0	neg_positive
not harmonium	2	0	neg_positive
not harmony	2	0	neg_positive
not harness	2	1	neg_positive
not heal	2	0	neg_positive
not healed	2	0	neg_positive
not healing	2	0	neg_positive
not heals	2	0	neg_positive
not health	2	1	neg_positive
not heart and soul	4	0	neg_positive
not heart stirring	3	0	neg_positive
not hearten	2	1	neg_positive
not heartfelt	2	1	neg_positive
not hearti	2	1	neg_positive
not hearts	2	0	neg_positive
not heartwarm	2	1	neg_positive
not hearty	2	1	neg_positive
not heaven	2	1	neg_positive
not help	2	0	neg_positive
not helped	2	1	neg_positive
not helper	2	1	neg_positive
not helpful	2	1	neg_positive
not helping	2	0	neg_positive
not helps	2	1	neg_positive
not hero	2	0	neg_positive
not heroes	2	0	neg_positive
not heroic	2	1	neg_positive
not heroine	2	1	neg_positive
not heroism	2	0	neg_positive
not heros	2	0	neg_positive
not high end	3	0	neg_positive
not high expectation	3	1	neg_positive
not high point	3	1	neg_positive
not high rank	3	0	neg_positive
not high regard	3	0	neg_positive
not highbrow	2	0	neg_positive
not highly rated	3	0	neg_positive
not hilari	2	1	neg_positive
not hilariou	2	1	neg_positive
not holiday	2	1	neg_positive
not homag	2	1	neg_positive
not home run	3	1	neg_positive
not home stretch	3	0	neg_positive
not homed	2	0	neg_positive
not homey	2	0	neg_positive
not honest	2	1	neg_positive
not honesty	2	1	neg_positive
not honeymoon	2	1	neg_positive
not honor	2	1	neg_positive
not honour	2	1	neg_positive
not hope	2	0	neg_positive
not hoped	2	1	neg_positive
not hopeful	2	1	neg_positive
not hoper	2	1	neg_positive
not hopes	2	1	neg_positive
not hoping	2	1	neg_positive
not hospitab	2	1	neg_positive
not hug	2	0	neg_positive
not hugg	2	1	neg_positive
not hugs	2	0	neg_positive
not humane	2	1	neg_positive
not humanitarian	2	1	neg_positive
not humility	2	0	neg_positive
not humor	2	0	neg_positive
not humored	2	1	neg_positive
not humoring	2	0	neg_positive
not humorist	2	0	neg_positive
not humorous	2	1	neg_positive
not humors	2	0	neg_positive
not humour	2	0	neg_positive
not humoured	2	1	neg_positive
not humouring	2	0	neg_positive
not humourist	2	0	neg_positive
not humourous	2	1	neg_positive
not humours	2	0	neg_positive
not hurra	2	1	neg_positive
not hypnoti	2	1	neg_positive
not ideal	2	0	neg_positive
not idealise	2	1	neg_positive
not idealistic	2	1	neg_positive
not idealize	2	1	neg_positive
not ideally	2	0	neg_positive
not ideals	2	0	neg_positive
not illum	2	1	neg_positive
not illustriou	2	1	neg_positive
not imaginative	2	1	neg_positive
not immaculat	2	1	neg_positive
not immortal	2	1	neg_positive
not impartial	2	1	neg_positive
not impeccable	2	1	neg_positive
not important	2	0	neg_positive
not impress	2	0	neg_positive
not impressed	2	0	neg_positive
not impresser	2	0	neg_positive
not impresses	2	0	neg_positive
not impressing	2	1	neg_positive
not impressionable	2	0	neg_positive
not impressive	2	1	neg_positive
not improve	2	0	neg_positive
not improved	2	0	neg_positive
not improvement	2	1	neg_positive
not improves	2	0	neg_positive
not improving	2	0	neg_positive
not impunity	2	1	neg_positive
not in control	3	0	neg_positive
not in gear	3	1	neg_positive
not in obedience to	4	1	neg_positive
not in still water	4	1	neg_positive
not inaugurat	2	1	neg_positive
not incentive	2	1	neg_positive
not inclin	2	1	neg_positive
not indispens	2	1	neg_positive
not indomitab	2	1	neg_positive
not indulge in	3	1	neg_positive
not indulgen	2	1	neg_positive
not industrious	2	1	neg_positive
not inexpensiv	2	1	neg_positive
not infallib	2	1	neg_positive
not influen	2	1	neg_positive
not ingenious	2	1	neg_positive
not innocen	2	1	neg_positive
not innocuous	2	1	neg_positive
not innovat	2	1	neg_positive
not inquisitiv	2	1	neg_positive
not inseparab	2	1	neg_positive
not insistent	2	1	neg_positive
not inspir	2	1	neg_positive
not intact	2	1	neg_positive
not integrity	2	1	neg_positive
not intellect	2	1	neg_positive
not interested	2	1	neg_positive
not interesting	2	1	neg_positive
not intimacy	2	1	neg_positive
not intimat	2	1	neg_positive
not invaluab	2	1	neg_positive
not inventive	2	1	neg_positive
not invite	2	0	neg_positive
not inviting	2	0	neg_positive
not invulnerab	2	1	neg_positive
not jewel	2	0	neg_positive
not jocular	2	1	neg_positive
not jocund	2	1	neg_positive
not join	2	0	neg_positive
not joined	2	1	neg_positive
not joining	2	1	neg_positive
not jok	2	1	neg_positive
not joll	2	1	neg_positive
not jovial	2	1	neg_positive
not joy	2	0	neg_positive
not joyance	2	0	neg_positive
not joyed	2	1	neg_positive
not joyful	2	1	neg_positive
not joyous	2	1	neg_positive
not joys	2	0	neg_positive
not jubila	2	1	neg_positive
not justif	2	1	neg_positive
not justify	2	1	neg_positive
not keen	2	1	neg_positive
not keep pace with	4	1	neg_positive
not keeping	2	1	neg_positive
not kidded	2	0	neg_positive
not kidder	2	0	neg_positive
not kidding	2	0	neg_positive
not kind word	3	1	neg_positive
not kinder	2	0	neg_positive
not kindest	2	0	neg_positive
not kindheart	2	1	neg_positive
not kindly	2	1	neg_positive
not kindness	2	1	neg_positive
not kindred	2	0	neg_positive
not kiss	2	1	neg_positive
not knowledg	2	1	neg_positive
not laid back	3	0	neg_positive
not laidback	2	0	neg_positive
not laud	2	1	neg_positive
not lavish	2	1	neg_positive
not lawful	2	1	neg_positive
not learn	2	1	neg_positive
not legitima	2	1	neg_positive
not leisur	2	1	neg_positive
not liberat	2	1	neg_positive
not liberation	2	1	neg_positive
not libert	2	1	neg_positive
not lighten	2	1	neg_positive
not lighthearted	2	1	neg_positive
not likab	2	1	neg_positive
not like	2	0	neg_positive
not likeab	2	1	neg_positive
not liked	2	0	neg_positive
not liker	2	0	neg_positive
not likes	2	0	neg_positive
not liking	2	1	neg_positive
not limelight	2	0	neg_positive
not livel	2	1	neg_positive
not load off	3	0	neg_positive
not long live	3	0	neg_positive
not look for	3	1	neg_positive
not look to	3	0	neg_positive
not look up to	4	1	neg_positive
not lovab	2	1	neg_positive
not love	2	0	neg_positive
not love struck	3	0	neg_positive
not loveable	2	0	neg_positive
not loved	2	1	neg_positive
not loveli	2	1	neg_positive
not lovely	2	1	neg_positive
not lover	2	1	neg_positive
not loves	2	0	neg_positive
not lovey	2	1	neg_positive
not loving	2	1	neg_positive
not loyal	2	1	neg_positive
not lucid	2	1	neg_positive
not luck	2	0	neg_positive
not lucked	2	1	neg_positive
not lucki	2	1	neg_positive
not lucks	2	0	neg_positive
not lucky	2	1	neg_positive
not lucrativ	2	1	neg_positive
not lullaby	2	1	neg_positive
not luminous	2	1	neg_positive
not lustrous	2	1	neg_positive
not lute	2	0	neg_positive
not luxur	2	1	neg_positive
not magestic	2	1	neg_positive
not magnific	2	1	neg_positive
not majestic	2	1	neg_positive
not majesty	2	1	neg_positive
not make head	3	1	neg_positive
not manageab	2	1	neg_positive
not manly	2	1	neg_positive
not manna	2	1	neg_positive
not marvel	2	1	neg_positive
not masterful	2	1	neg_positive
not masterly	2	1	neg_positive
not mastery	2	1	neg_positive
not matchless	2	1	neg_positive
not mate	2	0	neg_positive
not matur	2	1	neg_positive
not maturity	2	1	neg_positive
not meaningful	2	1	neg_positive
not mellow	2	1	neg_positive
not memorab	2	1	neg_positive
not mend	2	0	neg_positive
not mended	2	0	neg_positive
not mender	2	0	neg_positive
not mending	2	0	neg_positive
not mends	2	0	neg_positive
not merciful	2	1	neg_positive
not mercy	2	1	neg_positive
not merit	2	1	neg_positive
not merr	2	1	neg_positive
not mesmeri	2	1	neg_positive
not meticulous	2	1	neg_positive
not mild	2	0	neg_positive
not milder	2	0	neg_positive
not mildest	2	0	neg_positive
not mildly	2	0	neg_positive
not mildness	2	0	neg_positive
not milestone	2	1	neg_positive
not mindful	2	1	neg_positive
not mint condition	3	0	neg_positive
not mirac	2	1	neg_positive
not mirth	2	1	neg_positive
not mitigat	2	1	neg_positive
not mix	2	0	neg_positive
not moderate	2	0	neg_positive
not moderated	2	0	neg_positive
not moderately	2	0	neg_positive
not moderates	2	0	neg_positive
not moderating	2	0	neg_positive
not moderation	2	0	neg_positive
not modest	2	1	neg_positive
not momentous	2	1	neg_positive
not moral	2	0	neg_positive
not morale	2	0	neg_positive
not moralist	2	0	neg_positive
not morality	2	0	neg_positive
not morally	2	0	neg_positive
not morals	2	0	neg_positive
not motivat	2	1	neg_positive
not nabob	2	1	neg_positive
not neat	2	1	neg_positive
not neck and crop	4	1	neg_positive
not nestl	2	1	neg_positive
not neutral	2	0	neg_positive
not neutrality	2	0	neg_positive
not neutrally	2	0	neg_positive
not nice	2	1	neg_positive
not nimbl	2	1	neg_positive
not nirvana	2	1	neg_positive
not nobility	2	1	neg_positive
not nobl	2	1	neg_positive
not nonaggress	2	1	neg_positive
not nonbelligeren	2	1	neg_positive
not nondestructiv	2	1	neg_positive
not nonjudgmental	2	0	neg_positive
not nonmalignant	2	0	neg_positive
not nonpolluting	2	0	neg_positive
not nontoxic	2	0	neg_positive
not nonviolen	2	1	neg_positive
not normal	2	0	neg_positive
not normalcy	2	0	neg_positive
not notab	2	1	neg_positive
not notori	2	1	neg_positive
not nourish	2	1	neg_positive
not nurtur	2	1	neg_positive
not oblige	2	0	neg_positive
not obliged	2	0	neg_positive
not obliger	2	0	neg_positive
not obliges	2	0	neg_positive
not obliging	2	0	neg_positive
not observant	2	0	neg_positive
not obtain	2	1	neg_positive
not occupied with	3	1	neg_positive
not of note	3	0	neg_positive
not officious	2	1	neg_positive
not ok	2	0	neg_positive
not okay	2	0	neg_positive
not on track	3	0	neg_positive
not one of a kind	5	0	neg_positive
not onward	2	1	neg_positive
not open	2	1	neg_positive
not openly	2	0	neg_positive
not openminded	2	1	neg_positive
not openness	2	0	neg_positive
not operational	2	1	neg_positive
not opportune	2	0	neg_positive
not opportunities	2	0	neg_positive
not opportunity	2	0	neg_positive
not optim	2	1	neg_positive
not orderly	2	1	neg_positive
not organic	2	1	neg_positive
not outflank	2	1	neg_positive
not outgoing	2	1	neg_positive
not outliv	2	1	neg_positive
not outstand	2	1	neg_positive
not outwit	2	1	neg_positive
not overjoy	2	1	neg_positive
not pacifie	2	1	neg_positive
not pacify	2	1	neg_positive
not painless	2	1	neg_positive
not painstaking	2	1	neg_positive
not palac	2	1	neg_positive
not palatab	2	1	neg_positive
not panache	2	1	neg_positive
not paradis	2	1	neg_positive
not paramount	2	1	neg_positive
not pardon	2	1	neg_positive
not partner	2	1	neg_positive
not passion	2	0	neg_positive
not passionate	2	1	neg_positive
not passions	2	0	neg_positive
not pat	2	0	neg_positive
not patch up	3	0	neg_positive
not patienc	2	1	neg_positive
not patiently	2	0	neg_positive
not patriot	2	1	neg_positive
not peace	2	1	neg_positive
not peerless	2	1	neg_positive
not penchant	2	1	neg_positive
not perceptiv	2	1	neg_positive
not perfect	2	0	neg_positive
not perfecta	2	0	neg_positive
not perfected	2	0	neg_positive
not perfecter	2	0	neg_positive
not perfection	2	1	neg_positive
not perfecto	2	0	neg_positive
not perfects	2	0	neg_positive
not perk up	3	1	neg_positive
not permission	2	1	neg_positive
not permissiv	2	1	neg_positive
not permit	2	1	neg_positive
not persever	2	1	neg_positive
not persuasiv	2	1	neg_positive
not pertinent	2	1	neg_positive
not picturesqu	2	1	neg_positive
not pious	2	1	neg_positive
not placid	2	1	neg_positive
not plan	2	0	neg_positive
not plaudit	2	1	neg_positive
not plausi	2	1	neg_positive
not play	2	0	neg_positive
not play it cool	4	0	neg_positive
not playful	2	1	neg_positive
not pleasant	2	1	neg_positive
not pleasantry	2	1	neg_positive
not pleased	2	1	neg_positive
not pleasing	2	1	neg_positive
not pleasur	2	1	neg_positive
not pleasurab	2	1	neg_positive
not pledg	2	1	neg_positive
not plentiful	2	1	neg_positive
not poetic	2	1	neg_positive
not poetry	2	1	neg_positive
not poignant	2	1	neg_positive
not poise	2	1	neg_positive
not polish	2	1	neg_positive
not polite	2	1	neg_positive
not pomp	2	0	neg_positive
not portable	2	1	neg_positive
not positiv	2	1	neg_positive
not positivity	2	0	neg_positive
not potent	2	0	neg_positive
not potently	2	0	neg_positive
not powerful	2	1	neg_positive
not practicab	2	1	neg_positive
not practical	2	1	neg_positive
not prais	2	1	neg_positive
not precaution	2	1	neg_positive
not precious	2	1	neg_positive
not precis	2	1	neg_positive
not preeminent	2	1	neg_positive
not preferenc	2	1	neg_positive
not prepar	2	1	neg_positive
not preparatory	2	1	neg_positive
not prestig	2	1	neg_positive
not pretti	2	1	neg_positive
not priceless	2	1	neg_positive
not prid	2	1	neg_positive
not princely	2	1	neg_positive
not principal	2	0	neg_positive
not principl	2	1	neg_positive
not priva	2	1	neg_positive
not privileg	2	1	neg_positive
not prize	2	1	neg_positive
not proactive	2	1	neg_positive
not problem free	3	0	neg_positive
not problem solv	3	1	neg_positive
not productive	2	0	neg_positive
not productively	2	0	neg_positive
not professionalism	2	0	neg_positive
not proficien	2	1	neg_positive
not progress	2	0	neg_positive
not progressive	2	0	neg_positive
not prolific	2	1	neg_positive
not prominen	2	1	neg_positive
not prompt	2	0	neg_positive
not promptly	2	0	neg_positive
not promptness	2	0	neg_positive
not proper	2	0	neg_positive
not properly	2	0	neg_positive
not properness	2	0	neg_positive
not propitious	2	1	neg_positive
not prosper	2	1	neg_positive
not protect	2	1	neg_positive
not proud	2	1	neg_positive
not provide	2	0	neg_positive
not providence	2	0	neg_positive
not providing	2	0	neg_positive
not prowess	2	1	neg_positive
not pruden	2	1	neg_positive
not punctual	2	1	neg_positive
not pureness	2	0	neg_positive
not purer	2	0	neg_positive
not purest	2	0	neg_positive
not purif	2	1	neg_positive
not purity	2	1	neg_positive
not purposeful	2	0	neg_positive
not quaint	2	1	neg_positive
not quality	2	1	neg_positive
not quietly	2	1	neg_positive
not quoits	2	1	neg_positive
not radian	2	1	neg_positive
not radiate	2	0	neg_positive
not radiated	2	0	neg_positive
not radiates	2	0	neg_positive
not radiating	2	0	neg_positive
not raptur	2	1	neg_positive
not rational	2	0	neg_positive
not rationally	2	0	neg_positive
not readiness	2	1	neg_positive
not ready	2	1	neg_positive
not reaffirm	2	1	neg_positive
not reanimat	2	1	neg_positive
not reasonab	2	1	neg_positive
not reassur	2	1	neg_positive
not receptiv	2	1	neg_positive
not reclaim	2	1	neg_positive
not reconcil	2	1	neg_positive
not recover	2	1	neg_positive
not recreation	2	1	neg_positive
not recreativ	2	1	neg_positive
not rectif	2	1	neg_positive
not rectitude	2	0	neg_positive
not red hot	3	0	neg_positive
not redeem	2	1	neg_positive
not reestablish	2	1	neg_positive
not refreshing	2	1	neg_positive
not regard	2	0	neg_positive
not regardful	2	1	neg_positive
not regularity	2	1	neg_positive
not reinforc	2	1	neg_positive
not reinstat	2	1	neg_positive
not rejoic	2	1	neg_positive
not relating to belief	4	1	neg_positive
not relax	2	1	neg_positive
not relevancy	2	1	neg_positive
not relevant	2	1	neg_positive
not reliab	2	1	neg_positive
not reliant	2	1	neg_positive
not relief	2	1	neg_positive
not reliev	2	1	neg_positive
not relish	2	1	neg_positive
not remarkab	2	1	neg_positive
not remedy	2	1	neg_positive
not remodel	2	1	neg_positive
not renovat	2	1	neg_positive
not renown	2	1	neg_positive
not repair	2	0	neg_positive
not repaired	2	0	neg_positive
not repairing	2	0	neg_positive
not repairs	2	0	neg_positive
not reparation	2	1	neg_positive
not reparte	2	1	neg_positive
not repriev	2	1	neg_positive
not reputab	2	1	neg_positive
not rescu	2	1	neg_positive
not resistan	2	1	neg_positive
not resolut	2	1	neg_positive
not resolv	2	1	neg_positive
not resourceful	2	1	neg_positive
not resources	2	1	neg_positive
not respect	2	0	neg_positive
not respectab	2	1	neg_positive
not respected	2	0	neg_positive
not respectful	2	1	neg_positive
not respects	2	0	neg_positive
not resplendent	2	1	neg_positive
not responsib	2	1	neg_positive
not responsiv	2	1	neg_positive
not restful	2	1	neg_positive
not restor	2	1	neg_positive
not revel	2	0	neg_positive
not reveling	2	0	neg_positive
not revell	2	1	neg_positive
not revels	2	0	neg_positive
not revere	2	1	neg_positive
not revitaliz	2	1	neg_positive
not reviv	2	1	neg_positive
not revolutionary	2	0	neg_positive
not revolutioniz	2	1	neg_positive
not reward	2	1	neg_positive
not rich	2	1	neg_positive
not right	2	0	neg_positive
not righted	2	0	neg_positive
not righteous	2	1	neg_positive
not rightful	2	1	neg_positive
not righting	2	0	neg_positive
not rightly	2	0	neg_positive
not rights	2	0	neg_positive
not ripe	2	0	neg_positive
not ripen	2	1	neg_positive
not ripest	2	0	neg_positive
not robust	2	1	neg_positive
not rollick	2	1	neg_positive
not romanc	2	1	neg_positive
not romantic	2	1	neg_positive
not rosy	2	1	neg_positive
not sacred	2	1	neg_positive
not safe	2	0	neg_positive
not safeguard	2	1	neg_positive
not safekeeping	2	0	neg_positive
not safely	2	0	neg_positive
not safeness	2	0	neg_positive
not safer	2	0	neg_positive
not safest	2	0	neg_positive
not safety	2	1	neg_positive
not sagacity	2	1	neg_positive
not sage	2	0	neg_positive
not sagely	2	0	neg_positive
not sageness	2	0	neg_positive
not sages	2	0	neg_positive
not sagest	2	0	neg_positive
not saint	2	1	neg_positive
not salut	2	1	neg_positive
not salvage	2	0	neg_positive
not salvaged	2	0	neg_positive
not salvages	2	0	neg_positive
not salvation	2	1	neg_positive
not sanctify	2	1	neg_positive
not sane	2	1	neg_positive
not sanguin	2	1	neg_positive
not sanitary	2	1	neg_positive
not sanity	2	1	neg_positive
not sapid	2	1	neg_positive
not satisf	2	1	neg_positive
not savvy	2	1	neg_positive
not schoolfellow	2	1	neg_positive
not schoolman	2	1	neg_positive
not scientific	2	1	neg_positive
not scrumptious	2	1	neg_positive
not scrupulous	2	1	neg_positive
not secure	2	0	neg_positive
not secured	2	0	neg_positive
not secures	2	0	neg_positive
not securing	2	0	neg_positive
not seducing	2	1	neg_positive
not seductiv	2	1	neg_positive
not sedulous	2	1	neg_positive
not seize the day	4	0	neg_positive
