lexEntry	nrOfTokens	isPrefix	polarity
hazard	1	1	negative
haze	1	0	negative
hazed	1	0	negative
hazer	1	0	negative
hazes	1	0	negative
hazi	1	1	negative
hazy	1	1	negative
headach	1	1	negative
heart break	2	0	negative
heart rending	2	1	negative
heart wounding	2	0	negative
heart wrench	2	0	negative
heartache	1	0	negative
heartbreak	1	1	negative
heartbroke	1	1	negative
heartburn	1	1	negative
heartless	1	1	negative
heartsick	1	1	negative
heavily	1	1	negative
heavy	1	1	negative
heckl	1	1	negative
heedless	1	1	negative
heinous	1	1	negative
hell	1	0	negative
hellbender	1	1	negative
hellcat	1	1	negative
hellfire	1	1	negative
hellhole	1	1	negative
hellhound	1	1	negative
hellion	1	1	negative
hellish	1	1	negative
hells	1	0	negative
helpless	1	1	negative
hesita	1	1	negative
hid	1	1	negative
hinder	1	1	negative
hindranc	1	1	negative
hissing	1	1	negative
hits	1	1	negative
hitt	1	1	negative
hoax	1	1	negative
hobbl	1	1	negative
holier than thou	3	0	negative
hollow	1	1	negative
holocaust	1	1	negative
homeless	1	1	negative
homeli	1	1	negative
homely	1	1	negative
homesick	1	1	negative
homicid	1	1	negative
homophob	1	1	negative
hoodwinked	1	1	negative
hopeless	1	1	negative
horr	1	1	negative
hostage	1	1	negative
hostil	1	1	negative
hot headed	2	1	negative
hot potato	2	1	negative
hot seat	2	0	negative
hot spot	2	1	negative
hotbed	1	1	negative
hothead	1	1	negative
hotheaded	1	1	negative
hound	1	1	negative
huff	1	1	negative
humiliat	1	1	negative
humorless	1	1	negative
humourless	1	1	negative
hurt	1	1	negative
hustl	1	1	negative
hypercritical	1	1	negative
hypochondriac	1	1	negative
hypocri	1	1	negative
hysteri	1	1	negative
icy	1	1	negative
ideologue	1	1	negative
idiot	1	1	negative
idle	1	1	negative
ignob	1	1	negative
ignom	1	1	negative
ignor	1	1	negative
ill	1	0	negative
illegal	1	1	negative
illegitima	1	1	negative
illicit	1	1	negative
illitera	1	1	negative
illness	1	1	negative
illogic	1	1	negative
illomen	1	1	negative
ills	1	0	negative
illusion	1	1	negative
illusive	1	1	negative
illusory	1	0	negative
imbalance	1	1	negative
immatur	1	1	negative
immoral	1	1	negative
immovab	1	1	negative
impair	1	1	negative
impasse	1	1	negative
impatien	1	1	negative
impede	1	1	negative
impediment	1	1	negative
imperfect	1	1	negative
impersonal	1	1	negative
impertinent	1	1	negative
impetuous	1	1	negative
impinge	1	1	negative
implausib	1	1	negative
implicat	1	1	negative
impolit	1	1	negative
impossib	1	1	negative
impotent	1	1	negative
impoverish	1	1	negative
imprecis	1	1	negative
imprison	1	1	negative
improbab	1	1	negative
improper	1	1	negative
improviden	1	1	negative
imprudent	1	1	negative
impulsiv	1	1	negative
impur	1	1	negative
in hot water	3	0	negative
inabilit	1	1	negative
inaccessib	1	1	negative
inaccur	1	1	negative
inactiv	1	1	negative
inadequa	1	1	negative
inane	1	0	negative
inappropriat	1	1	negative
incapa	1	1	negative
incensed	1	0	negative
incenses	1	0	negative
incensing	1	0	negative
incest	1	1	negative
incoher	1	1	negative
incompatib	1	1	negative
incompetenc	1	1	negative
incompetent	1	1	negative
incomplet	1	1	negative
inconceivab	1	1	negative
inconsiderat	1	1	negative
inconsist	1	1	negative
inconsolab	1	1	negative
inconvenient	1	1	negative
incorrect	1	1	negative
incredulous	1	1	negative
incriminat	1	1	negative
incurab	1	1	negative
incursion	1	1	negative
indebted	1	1	negative
indecent	1	1	negative
indecis	1	1	negative
indefinit	1	1	negative
indeterminat	1	1	negative
indictment	1	1	negative
indifferenc	1	1	negative
indifferent	1	1	negative
indigna	1	1	negative
indiscriminat	1	1	negative
indispos	1	1	negative
indistinct	1	1	negative
ineffect	1	1	negative
inefficien	1	1	negative
inept	1	1	negative
inequal	1	1	negative
inequity	1	1	negative
inexact	1	1	negative
inexcusab	1	1	negative
inexperienc	1	1	negative
inexplicab	1	1	negative
inexpressiv	1	1	negative
inextinguishab	1	1	negative
infamous	1	1	negative
infect	1	0	negative
infected	1	0	negative
infectio	1	1	negative
infects	1	0	negative
inferior	1	1	negative
infest	1	1	negative
inflexib	1	1	negative
inflict	1	1	negative
infrequent	1	1	negative
infring	1	1	negative
infuriat	1	1	negative
inglorious	1	1	negative
ingrat	1	1	negative
inhib	1	1	negative
inhuman	1	1	negative
inimical	1	1	negative
injunction	1	1	negative
injur	1	1	negative
injury	1	1	negative
injustic	1	1	negative
innuendo	1	1	negative
inquietud	1	1	negative
insan	1	1	negative
inscrutab	1	1	negative
insecur	1	1	negative
insensib	1	1	negative
insensitiv	1	1	negative
insidious	1	1	negative
insignificant	1	1	negative
insincer	1	1	negative
insinuat	1	1	negative
insipid	1	1	negative
insolenc	1	1	negative
insolent	1	1	negative
insoucianc	1	1	negative
instab	1	1	negative
insufferab	1	1	negative
insufficien	1	1	negative
insulate	1	0	negative
insulated	1	0	negative
insulates	1	0	negative
insult	1	1	negative
insurgen	1	1	negative
interfer	1	1	negative
interrupt	1	1	negative
intimidat	1	1	negative
intolera	1	1	negative
intrud	1	1	negative
intrusi	1	1	negative
inundat	1	1	negative
invad	1	1	negative
invalid	1	1	negative
invas	1	1	negative
invisib	1	1	negative
involuntary	1	1	negative
irascib	1	1	negative
irascibility	1	1	negative
irat	1	1	negative
ire	1	1	negative
irk	1	1	negative
ironic	1	1	negative
irony	1	1	negative
irrational	1	1	negative
irreconcil	1	1	negative
irregular	1	1	negative
irrelevant	1	1	negative
irreparab	1	1	negative
irresponsib	1	1	negative
irrita	1	1	negative
irritat	1	1	negative
isolat	1	1	negative
itchy	1	1	negative
jaded	1	1	negative
jail	1	1	negative
jargon	1	1	negative
jarred	1	0	negative
jarring	1	1	negative
jars	1	0	negative
jealou	1	1	negative
jeer	1	1	negative
jeopard	1	1	negative
jerk	1	1	negative
jitte	1	1	negative
joyless	1	1	negative
judgmental	1	1	negative
jumbl	1	1	negative
jumpy	1	1	negative
junk	1	0	negative
junked	1	0	negative
junking	1	0	negative
junks	1	0	negative
junky	1	0	negative
kick	1	0	negative
kicked	1	0	negative
kicking	1	0	negative
kicks	1	0	negative
kidnap	1	1	negative
kill	1	1	negative
knif	1	1	negative
kniv	1	1	negative
knock	1	0	negative
knocked	1	0	negative
labyrinth	1	1	negative
lachrymos	1	1	negative
lack	1	1	negative
lag	1	0	negative
laggard	1	1	negative
lagged	1	0	negative
lagging	1	0	negative
lags	1	0	negative
lame	1	1	negative
languid	1	1	negative
languish	1	1	negative
languor	1	1	negative
lapse	1	0	negative
lapsed	1	0	negative
lapses	1	0	negative
laughab	1	1	negative
laughingstock	1	0	negative
lawles	1	1	negative
lawsuit	1	1	negative
lax	1	0	negative
lazi	1	1	negative
lazy	1	1	negative
leaderless	1	0	negative
leak	1	1	negative
leery	1	1	negative
lethal	1	1	negative
liab	1	1	negative
liar	1	1	negative
lice	1	0	negative
lie to	2	0	negative
lied	1	0	negative
lifeless	1	1	negative
limit	1	0	negative
limita	1	1	negative
limite	1	1	negative
limiting	1	0	negative
limits	1	0	negative
limp	1	0	negative
limped	1	0	negative
limper	1	0	negative
limpid	1	0	negative
limping	1	0	negative
limply	1	0	negative
limpness	1	0	negative
limps	1	0	negative
litter	1	1	negative
livid	1	1	negative
loath	1	1	negative
lone	1	1	negative
loom	1	1	negative
loop hol	2	1	negative
lopsided	1	1	negative
lorn	1	1	negative
lose	1	1	negative
losing	1	1	negative
loss	1	1	negative
lost	1	1	negative
lous	1	1	negative
loveless	1	1	negative
lovelorn	1	1	negative
lovesick	1	1	negative
low end	2	0	negative
low expectation	2	0	negative
low point	2	0	negative
low quality	2	0	negative
low rank	2	0	negative
low rated	2	0	negative
low regard	2	1	negative
lowborn	1	0	negative
lowbred	1	0	negative
lowbrow	1	0	negative
lowermost	1	0	negative
lowli	1	1	negative
lowly	1	0	negative
luckless	1	1	negative
ludicrous	1	1	negative
lunatic	1	1	negative
lure	1	0	negative
lured	1	0	negative
lurer	1	0	negative
lures	1	0	negative
lurid	1	0	negative
luring	1	1	negative
lurk	1	1	negative
lust	1	0	negative
lustful	1	1	negative
lying	1	0	negative
lynch	1	1	negative
mad	1	0	negative
madd	1	1	negative
madhouse	1	1	negative
madly	1	0	negative
madman	1	1	negative
madmen	1	1	negative
madness	1	1	negative
madwoman	1	1	negative
maggot	1	1	negative
maim	1	1	negative
maladjust	1	1	negative
malady	1	1	negative
malefic	1	1	negative
malevolen	1	1	negative
malic	1	1	negative
malign	1	1	negative
mangl	1	1	negative
maniac	1	1	negative
manslaughter	1	1	negative
manur	1	1	negative
mar	1	0	negative
maraud	1	1	negative
marginaliz	1	1	negative
marred	1	0	negative
marring	1	0	negative
mars	1	0	negative
masochis	1	1	negative
masquerad	1	1	negative
massacr	1	1	negative
meager	1	1	negative
mean spirit	2	1	negative
meaner	1	0	negative
meanest	1	1	negative
meanies	1	1	negative
meaningless	1	1	negative
meanly	1	0	negative
meanness	1	1	negative
meddl	1	1	negative
mediocr	1	1	negative
meek	1	1	negative
melanc	1	1	negative
menac	1	1	negative
menial	1	1	negative
merciless	1	1	negative
mess	1	0	negative
messed	1	0	negative
messes	1	0	negative
messier	1	0	negative
messiest	1	0	negative
messiness	1	0	negative
messing	1	0	negative
messy	1	1	negative
mildew	1	0	negative
misanthrop	1	1	negative
misbehav	1	1	negative
miscarriage	1	1	negative
mischie	1	1	negative
misconduct	1	0	negative
misdeed	1	1	negative
miser	1	1	negative
misfortun	1	1	negative
misgiving	1	1	negative
misguid	1	1	negative
mishandl	1	1	negative
mishap	1	1	negative
misinform	1	1	negative
misle	1	1	negative
misog	1	1	negative
misplacement	1	1	negative
misrepresent	1	1	negative
misspeak	1	1	negative
misspend	1	1	negative
misspent	1	1	negative
misspok	1	1	negative
misstat	1	1	negative
misstep	1	1	negative
mist	1	0	negative
mistak	1	1	negative
mistaught	1	0	negative
misteach	1	1	negative
mistook	1	0	negative
mistreat	1	1	negative
mistrust	1	1	negative
misty	1	0	negative
misunderstand	1	1	negative
misus	1	1	negative
moan	1	1	negative
mob	1	0	negative
mobb	1	1	negative
mobs	1	0	negative
mock	1	0	negative
mocked	1	0	negative
mocker	1	0	negative
mockeries	1	0	negative
mockers	1	0	negative
mockery	1	0	negative
mocking	1	0	negative
mocks	1	0	negative
mold	1	0	negative
moldi	1	1	negative
molds	1	0	negative
moldy	1	0	negative
molest	1	1	negative
monoton	1	1	negative
monster	1	1	negative
monstrous	1	1	negative
moodi	1	1	negative
moody	1	0	negative
mordacity	1	1	negative
moron	1	1	negative
mortal	1	0	negative
mortifi	1	1	negative
mortify	1	1	negative
motherf	1	1	negative
motionless	1	1	negative
mourn	1	1	negative
mud	1	0	negative
muddi	1	1	negative
muddl	1	1	negative
muddy	1	1	negative
mumbl	1	1	negative
mundan	1	1	negative
murder	1	1	negative
murkines	1	1	negative
murky	1	1	negative
mutter	1	1	negative
muzzle	1	1	negative
nag	1	1	negative
naiv	1	1	negative
narrow mind	2	1	negative
narrow vision	2	1	negative
nast	1	1	negative
naught	1	1	negative
nausea	1	1	negative
nauseous	1	1	negative
nay	1	1	negative
nebula	1	1	negative
nebulou	1	1	negative
needy	1	1	negative
negate	1	1	negative
negation	1	1	negative
negativ	1	1	negative
neglect	1	1	negative
negligen	1	1	negative
nepotis	1	1	negative
nervou	1	1	negative
nervous	1	1	negative
nettl	1	1	negative
neurotic	1	1	negative
neuter	1	1	negative
nightmar	1	1	negative
no man's land	3	0	negative
noisom	1	1	negative
nonchalant	1	1	negative
noncomplian	1	1	negative
nonfeasance	1	0	negative
nonfunction	1	0	negative
nonmalleab	1	1	negative
nonmarketab	1	1	negative
nonoperational	1	0	negative
nonplus	1	0	negative
nonproductive	1	0	negative
nonrealistic	1	0	negative
nonrenewable	1	0	negative
nonsens	1	1	negative
nonstarter	1	0	negative
nonviable	1	0	negative
nosedive	1	1	negative
novice	1	1	negative
nowhere	1	0	negative
nuisanc	1	1	negative
null	1	0	negative
nullif	1	1	negative
numb	1	0	negative
numbing	1	0	negative
numbness	1	1	negative
obit	1	1	negative
objection	1	1	negative
obliterat	1	1	negative
obliv	1	1	negative
obnoxious	1	1	negative
obscen	1	1	negative
obscur	1	1	negative
obsolet	1	1	negative
obstacl	1	1	negative
obstinat	1	1	negative
obstruct	1	1	negative
odd	1	0	negative
oddball	1	1	negative
oddest	1	1	negative
oddit	1	1	negative
oddly	1	0	negative
oddness	1	1	negative
odious	1	1	negative
odium	1	1	negative
off balance	2	0	negative
off the rails	3	0	negative
offend	1	1	negative
offens	1	1	negative
oh well	2	0	negative
ominous	1	1	negative
omission	1	1	negative
omit	1	1	negative
onerous	1	0	negative
opinionated	1	1	negative
opponent	1	1	negative
opportunism	1	0	negative
opportunist	1	1	negative
oppose	1	1	negative
opposed	1	0	negative
opposer	1	0	negative
opposes	1	0	negative
opposing	1	0	negative
opposite	1	0	negative
opposition	1	0	negative
oppress	1	1	negative
opprobrious	1	1	negative
ordeal	1	1	negative
orphan	1	1	negative
ostraci	1	1	negative
oust	1	1	negative
out of control	3	0	negative
out of pocket	3	0	negative
outburst	1	1	negative
outcast	1	1	negative
outcry	1	1	negative
outlaw	1	1	negative
outrag	1	1	negative
overbearing	1	1	negative
overblown	1	1	negative
overcast	1	1	negative
overcompensat	1	1	negative
overconfiden	1	1	negative
overcrowd	1	1	negative
overflow	1	1	negative
overgrown	1	1	negative
overlook	1	1	negative
overpowered	1	0	negative
overpric	1	0	negative
overprotective	1	0	negative
overreact	1	1	negative
overrun	1	1	negative
oversight	1	1	negative
oversized	1	0	negative
overstep	1	1	negative
overstrung	1	0	negative
overthrow	1	1	negative
overturn	1	1	negative
overwhelm	1	1	negative
overzealous	1	0	negative
owe	1	1	negative
pain	1	0	negative
pained	1	1	negative
painf	1	1	negative
paining	1	1	negative
pains	1	0	negative
pall	1	0	negative
pallid	1	1	negative
paltry	1	1	negative
pandemonium	1	1	negative
pandora's box	2	0	negative
panic	1	0	negative
panics	1	0	negative
panned	1	0	negative
paralysis	1	1	negative
paralyze	1	1	negative
paranoi	1	1	negative
parasit	1	1	negative
parochial	1	1	negative
passe	1	0	negative
passionless	1	0	negative
patchi	1	1	negative
patchy	1	0	negative
pathetic	1	1	negative
pathless	1	1	negative
patronag	1	1	negative
peculiar	1	1	negative
peev	1	1	negative
penalt	1	1	negative
peril	1	1	negative
perish	1	1	negative
perplex	1	1	negative
persecut	1	1	negative
perturb	1	1	negative
perver	1	1	negative
pessimis	1	1	negative
pest	1	0	negative
pester	1	1	negative
pestering	1	1	negative
pesti	1	1	negative
pests	1	0	negative
petty	1	1	negative
phobi	1	1	negative
phobic	1	1	negative
phony	1	1	negative
pillory	1	1	negative
pinch	1	1	negative
piqu	1	1	negative
piss	1	1	negative
piteous	1	1	negative
piti	1	1	negative
pity	1	1	negative
plagu	1	1	negative
plaint	1	0	negative
plaintive	1	1	negative
plaints	1	0	negative
play down	2	0	negative
play games	2	0	negative
play god	2	0	negative
play politics	2	0	negative
pointless	1	1	negative
poison	1	1	negative
polariz	1	1	negative
pollut	1	1	negative
pompos	1	1	negative
pompous	1	1	negative
poor	1	0	negative
poorly	1	1	negative
pounded	1	0	negative
pounding	1	1	negative
pout	1	1	negative
poverty	1	1	negative
powerless	1	1	negative
precarious	1	1	negative
predatory	1	1	negative
prejudic	1	1	negative
premonition	1	1	negative
preposterous	1	1	negative
presag	1	1	negative
presentiment	1	1	negative
presumptuous	1	1	negative
presuppos	1	1	negative
pretens	1	1	negative
pretentious	1	1	negative
pretext	1	0	negative
prey	1	1	negative
prick	1	1	negative
prison	1	0	negative
prisoner	1	1	negative
problem	1	0	negative
problematic	1	1	negative
problems	1	0	negative
procrastinat	1	1	negative
prohibit	1	1	negative
protest	1	1	negative
provocation	1	1	negative
provok	1	1	negative
prowl	1	1	negative
psychotic	1	0	negative
punch	1	0	negative
punched	1	0	negative
puncher	1	0	negative
punches	1	0	negative
punching	1	0	negative
punish	1	1	negative
punitive	1	0	negative
puny	1	1	negative
purposeless	1	1	negative
put off	2	1	negative
putrid	1	1	negative
puzzled	1	0	negative
puzzlement	1	0	negative
puzzling	1	0	negative
quack	1	1	negative
qualm	1	1	negative
quandary	1	1	negative
quarrel	1	1	negative
queas	1	1	negative
queer	1	1	negative
questionab	1	1	negative
quibbl	1	1	negative
quicksand	1	0	negative
racis	1	1	negative
rage	1	1	negative
ragg	1	1	negative
raging	1	1	negative
raid	1	0	negative
raided	1	0	negative
raiding	1	0	negative
raids	1	0	negative
rambl	1	1	negative
rampag	1	1	negative
rampant	1	0	negative
rancid	1	1	negative
rancor	1	1	negative
rancour	1	1	negative
random	1	0	negative
randomly	1	0	negative
randomness	1	0	negative
rape	1	1	negative
rapin	1	1	negative
rapist	1	1	negative
rascal	1	1	negative
rash	1	1	negative
rat	1	0	negative
rats	1	0	negative
ratti	1	1	negative
rattl	1	1	negative
ratty	1	0	negative
ravag	1	1	negative
reactionary	1	1	negative
rebel	1	1	negative
rebuff	1	1	negative
rebuk	1	1	negative
rebut	1	1	negative
recalcitrant	1	1	negative
reced	1	1	negative
reckless	1	1	negative
recoil	1	1	negative
redundan	1	1	negative
reek	1	1	negative
refus	1	1	negative
regress	1	1	negative
regret	1	1	negative
reject	1	1	negative
relaps	1	1	negative
reluctan	1	1	negative
